pid,fms_id,current_phase,current_phase_norm,agency_project_name,forecast_completion,job_open_for_charges
,ACEFIT241,(Partner-managed),partner-managed,Feldman Water Side Economizer,,true
,C114ACADY,(Partner-managed),partner-managed,Public Safety Academy Solar,,true
,C75BULOVA,(Completed),completed,Reconstruction of Bulova Building Suite 330,,false
,CO264CADA,(Lump Sum),lump sum,CITYWIDE COURTS ADA LUMP SUM,,true
,CO264DCAS,(Lump Sum),lump sum,REHABILITATION OF VARIOUS COURT FACILITES,,true
,CO264MN60,(Partner-managed),partner-managed,DASNY - 60 CENTRE ST RENOVATION,,true
,CO264SIMP,(Partner-managed),partner-managed,DASNY - STATEN ISLAND MASTER PLAN- PHASE 2,,true
,CO278CELL,(Inactive),inactive,360 Adams Cells conversion to OCA Offices & Courtrooms,,true
,CO278CRT,(Inactive),inactive,360 Adams 3rd FL 2 Courtooms Buildout - OCA,,true
,CO278ELV,(Inactive),inactive,360 ADAMS ST.- ELEVATOR MODERNIZATION,,true
,CO283DANY,(Inactive),inactive,100 CENTRE- 1 HOGAN PL ENTRANCE - SECURITY ENHANCEMENTS,,true
,CO283FIRE,(Completed),completed,100 CENTRE ST.- FIRE SAFETY,,false
,CO284OCA,(Inactive),inactive,111 Centre St - New OCA 10th Fl Office,,true
,CO288MS4,(Inactive),inactive,927 CASTLETON AVE- SI CIVIL CT- MS-4 SITE RENOVATION,,true
,CO293FMBO,(Inactive),inactive,851 Grand Concourse Boiler Burner Replacement,,true
,CO294BACK,(Partner-managed),partner-managed,DASNY - 215 E. 161ST ST.- BACKFILL,,true
,CO296EV1,(Inactive),inactive,125-01 Queens Blvd Elevator Modernization,,true
,CO298HEAR,(Inactive),inactive,151-20 Jamaica Ave Hearing Room Buildout,,true
,CO299RF,(Inactive),inactive,89-17 SUTPHIN BLVD- ROOF,,true
,CO300FIRE,(Inactive),inactive,88-11 SUTPHIN BLVD. FIRE ALARM SPRINKLER SYSTEM UPGRADE,,true
,CO300RF,(Pre-Design),pre-design,88-11 SUTPHIN BOULEVARD - ROOF,,true
,CO304RF1,(Pre-Design),pre-design,60 CENTRE STREET 7TH FL ROOF REPLACEMENT,,true
,CO305REHB,(Completed),completed,314 W. 54TH ST.-  MIDTOWN COMM COURT EXPANSION,,false
,CO306FASP,(Inactive),inactive,170 E 121st ST FIRE ALARM AND SPRINKLER,,true
,CO306MHCB,(Partner-managed),partner-managed,170 E. 121 ST. - HEATING PLANT AND ENVELOPE,,true
,COD294CBG,(Inactive),inactive,215 E 161st BX CENTRAL BOOKING COURT SECTION FITNESS CENTER,,true
,CO-HVAC,(Lump Sum),lump sum,VARIOUS PUBLIC BUILDINGS - COURTS HVAC UPGRADES,,true
,CO-LL5,(Lump Sum),lump sum,VARIOUS PUBLIC BUILDINGS - COURTS FIRE/LIFE SAFETY,,true
,CO-LL5FS,(Lump Sum),lump sum,VARIOUS PUBLIC BUILDINGS - COURTS FIRE SUPPRESSION DETECTION,,true
,CS5YFJX,(Completed),completed,ACS MOVE TO 260 EAST 161 STREET,,false
,DAVIDCC,(Inactive),inactive,DAVIDSON COMMUNITY CENTER GYM,,true
,E13-0002,(Completed),completed,NYPD One Police Plaza Comprehensive Upgrade,,false
,E22-0001,(Lump Sum),lump sum,"DOE - DIRECT INSTALL LIGHTING PROGRAM - 605 SHEPHERD AVE, BK",,true
,E23-0010,(Cancelled),cancelled,CUNY Laguardia Community College (DI),,false
,E24-0002,(Cancelled),cancelled,CUNY Queensborough Community College (DI),,false
,E24-0009,(Pre-Design),pre-design,NYPD Multi-Site Integrated Comprehensive,,true
,E24-DSNY1,(Cancelled),cancelled,DSNY Multi-Site Lighting Upgrade,,false
,E26-0002,(Pre-Design),pre-design,NYPL Schomburg CRIBC DB Electrification,,true
,E26-DB01,(Pre-Design),pre-design,In-house design build for NYPD Multisite Electrification,,true
,HL82WAREH,(Pending),pending,DOHMH - Relocation Warehouse from 540 Kingsland Ave Brooklyn,,true
,HWHARPERG,(Pending),pending,Harper Garage Solar,,true
,HWQFHUB,(Pre-Design),pre-design,Hub Buildout,,true
,LBC22KBIF,(Pending),pending,Kings Bay Library Solar,,true
,LL97SOLR,(Lump Sum),lump sum,Solar Lump Sum,,true
,LQBW-EXP,(Pending),pending,Briarwood Library Renovation Solar,,true
,LQD122LAE,(Pending),pending,QPL_Laurelton_Library_Solar,,true
,LQMARN-23,(Partner-managed),partner-managed,Maspeth Community Library Solar,,true
,LQSHRN-23,(Partner-managed),partner-managed,South Hollis Library,,true
,LQSZ-RENO,(Partner-managed),partner-managed,South Ozone Park Library Solar,,true
,MICROH M,(Partner-managed),partner-managed,DEP - MICRO-HYDRO TURBINE AT CRTOTON LAKE GATE HOUSE,,true
,P-1SDVREC,(Pending),pending,Soundview Recreational Center Renovation,,true
,P-404HOPK,(Pending),pending,DPR Hoffman Solar Shade Structures,,true
,PO79189M,(Completed),completed,NYPD - MOVE FROM 189 MONTAGUE ST.,,false
,PO79-375P,(Completed),completed,NYPD - 375 Pearl Street Renovation,,false
,PO79IAB,(Pending),pending,,,true
,PO79QNTE,(Pending),pending,Queens North Traffic Relocation,,true
,PT195-VAR,(Lump Sum),lump sum,VARIOUS WATERFRONT PROPERTIES- RECONSTRUCTION,,true
,PW077QBHH,(Pre-Design),pre-design,Queens Holocaust Memorial,,true
,PW193TOW,(Inactive),inactive,1 Centre St Cooling Tower,,true
,PW195GARB,(Inactive),inactive,80 Centre Street - Garbage Lift Replacement Project,,true
,PW195RF,(Pre-Design),pre-design,80 CENTRE ST.- ROOF REPLACEMENT,,true
,PW195WATP,(Inactive),inactive,80 Centre St Domestic Water Pressurization,,true
,PW266DER,(Partner-managed),partner-managed,125 Worth Street Deep Energy Retrofit,,true
,PW266TOIL,(Inactive),inactive,125 WORTH ST.- CODE COMPLIANT TOILET UPGRADES,,true
,PW266WORT,(Inactive),inactive,125 Worth St Envelope,,true
,PW282WADA,(Inactive),inactive,125 Worth - ADA Compliance,,true
,PW291ADA,(Inactive),inactive,209 Joralemon - ADA Compliance,,true
,PW291HVAC,(Partner-managed),partner-managed,Brooklyn Borough Hall   Energy and HVAC Upgrade,,true
,PW293125D,(Inactive),inactive,125 WORTH STREET - FIRE ALARM -SPRINKLERS,,true
,PW293198X,(Inactive),inactive,198 E 161ST STREET - FIRE ALARM UPGRADE,,true
,PW293280A,(Pre-Design),pre-design,280 Broadway Sprinkler,,true
,PW293VETH,(Inactive),inactive,851 Grand Concourse Veterans Memorial Hall HVAC Upgrade BP,,true
,PW308PS1,(Partner-managed),partner-managed,MAYOR'S OFFICE - 100 GOLD ST - PRINTSHOP UPGRADE,,true
,PW310COOL,(Inactive),inactive,31 CHAMBERS ST.- COLD STORAGE SYSTEM FOR DORIS,,true
,PW316CT,(Inactive),inactive,280 Broadway Cooling Tower Replacement,,true
,PW324ASTR,(IT Project),it project,CMMS Upgrade & Asset Tracking,,true
,PW324CLIP,(IT Project),it project,DCAS - Replacement of CLIPS & Direct Order App,,true
,PW324CMGT,(IT Project),it project,Case Management Licenses,,true
,PW324IVR3,(Inactive),inactive,Human Capital EoL IVR System Replacement,,true
,PW324MAIN,(IT Project),it project,DCAS Civil Service Exams - Mainframe Replacement,,true
,PW324OMIS,(Lump Sum),lump sum,DCAS IT LUMP SUM,,true
,PW324QBH,(IT Project),it project,Queens Borough Hall - Wifi Upgrade and Cisco Hardware (Queen,,true
,PW324SERR,(IT Project),it project,Serra View Implemtation - Space Management,,true
,PW326DOFR,(Inactive),inactive,DOF - 350 ST. MARK'S PLACE - LEASED SPACE,,true
,PW326LAWX,(Completed),completed,"LAW DEPT.- RELOCATION OF LEASED SPACE FROM 198 E.161 ST, BX",,false
,PW326RAQ,(Cancelled),cancelled,LAW DEPT - RAISE THE AGE - QUEENS,,false
,PW326TLQ5,(Expense),expense,TLC - Swing Space in Queens,,true
,PW326ZM03,(Inactive),inactive,CBMN - RELOCATE COMM BD 3 FROM 59 E. 4TH STREET,,true
,PW335ASB4,(Partner-managed),partner-managed,VARIOUS PUBLIC BUILDINGS- ENVIRONMENTAL REMEDIATION,,true
,PW357EXTR,(Partner-managed),partner-managed,253 BROADWAY- EXTERIOR AND ROOF,,true
,PW77115CH,(Inactive),inactive,115 CHRYSTIE ST. - INTERIOR RENOVATIONS,,true
,PW77125BO,(Inactive),inactive,125 Worth - 4th and 5th floor buildout,,true
,PW77198HV,(Inactive),inactive,198 EAST 161 ST -  MECHANICAL UPGRADE,,true
,PW771C14,(Inactive),inactive,1 Centre St. - 14th Floor - Human Capital Relocation,,true
,PW771C21,(Inactive),inactive,1 CENTRE ST. - 21st Floor Renovation,,true
,PW771CEAD,(Inactive),inactive,1 Centre - ADA Compliance,,true
,PW77207EL,(Inactive),inactive,1932 ARTHUR AVE.- ELECTRICAL UPGRADES,,true
,PW77207HV,(Inactive),inactive,1932 ARTHUR AVE - CENTRAL HVAC SYSTEM,,true
,PW77208EL,(Pre-Design),pre-design,4101 WHITE PLAINS RD. - ELECTRICAL & FA UPGRADE,,true
,PW7722R5,(Inactive),inactive,22 READE ST.- 5th AND 6th FLOOR BUILDOUT,,true
,PW77417RF,(Inactive),inactive,120-55 Queens Boulevard - Roof Replacement,,true
,PW77417SW,(Partner-managed),partner-managed,120-55 QUEENS BLVD.- SITE WORK,,true
,PW77417TU,(Pre-Design),pre-design,120-55 QUEENS BOULEVARD- CODE COMPLIANT TOILET UPGRADES,,true
,PW77501AD,(Inactive),inactive,10 Richmond - ADA Compliance,,true
,PW77CADRF,(Pre-Design),pre-design,165 Cadman Plaza - Roof Replacement,,true
,PW77CHVAC,(Pre-Design),pre-design,165 Cadman Plaza - HVAC,,true
,PW77CJC,(Inactive),inactive,Community Justice Center,,true
,PW77CTCX4,(Inactive),inactive,2556 BAINBRIDGE AVE- CIVIL SERVICE EXAM TESTING CENTER,,true
,PW77CTYAD,(Inactive),inactive,City Hall - ADA Compliance,,true
,PW77DAK01,(Partner-managed),partner-managed,NY COUNTY DA'S OFFICE FIRE UPGRADES,,true
,PW77DATU,(Inactive),inactive,DA MANHATTAN - ADA BATHROOM UPGRADE,,true
,PW77DOPRD,(Partner-managed),partner-managed,DOP - Radios,,true
,PW77MBAC,(Inactive),inactive,CITY CLERK MARRIAGE BUREAU - SERVER ROOM AC UPGRADE,,true
,PW77NG911,(Partner-managed),partner-managed,DoITT Next Generation 911 and SDE Expansion,,true
,PW77OPER,(Pre-Design),pre-design,DCAS Police Operations Center - 1 Centre St.,,true
,PW77QPLNT,(Inactive),inactive,120-55 Queens Blvd Cooling Plant Replacement,,true
,PW77REHAB,(Lump Sum),lump sum,VARIOUS PUBLIC BUILDINGS- REHABILITATION OF CITY-OWNED SPACE,,true
,PW77SC14,(Inactive),inactive,1 CENTRE ST.- 14 FL SECURITY CAMERAS,,true
,PW77SECAM,(Lump Sum),lump sum,SECURITY CAMERAS - DCAS PUBLIC BUILDINGS,,true
,PW77SICJC,(Inactive),inactive,Staten Island Community Justice Center,,true
,PW77WSHP,(Inactive),inactive,1 Centre Street Overhead Water-source heat pumps & BMS contr,,true
,PW77X215,(Inactive),inactive,215 E161 ST.- OFFICE RENOVATIONS,,true
,PW77ZK07,(Inactive),inactive,BROOKLYN COMMUNITY BOARD 7- 4201 4TH AVENUE,,true
,PW80CT1,(Inactive),inactive,2 LAFAYETTE ST.- COOLING TOWER,,true
,PW80DHWH,(Inactive),inactive,2 Lafayette Domestic Hot Water Heaters,,true
,PW80ELEC,(Inactive),inactive,2 LAFAYETTE STREET ELECTRICAL UPGRADE,,true
,PWBKBP,(Pre-Design),pre-design,Brooklyn Borough Hall - DCAS,,true
,PWCN001,(Inactive),inactive,Sixth Street compost project,,true
,PWCOMP13,(Inactive),inactive,1 Centre St 5th Floor - Comptroller Bathroom,,true
,PWCOMP14,(Partner-managed),partner-managed,Cisco Infrastructure Upgrades for the Comptroller s Office,,true
,PWD007HPD,(Inactive),inactive,HPD - CONSTRUCTION AND RENOVATION OF NORTHSIDE TOWN HALL,,true
,PWD05CYBR,(Partner-managed),partner-managed,80 CENTRE ST. - NY COUNTY DA CYBERCRIME AND IDENTITY THEFT,,true
,PWD05DAHV,(Inactive),inactive,80 CENTRE ST. - NY COUNTY DA HVAC UPGRADE SERVER ROOM,,true
,PWD30BENC,(Inactive),inactive,BENJAMIN BANNEKER ACADEMY FOR COMMUNITY DEVELOPMENT,,true
,PWD5HSCHR,(Inactive),inactive,HECKSCHER Building -- Roof Renovation at 1 East 104th Street,,true
,PWD78BLL,(Inactive),inactive,360 ADAMS STREET- BROOKLYN SUPREME COURT LAW LIBRARY,,true
,PWD78SSCT,(Inactive),inactive,360 ADAMS ST.- HVAC STATE SUPREME COURT,,true
,PWDNIBO1,(Inactive),inactive,Independent Budget Office - New Location Outfitting,,true
,PWDNTEW,(Inactive),inactive,NONTRADITIONAL EMPLOYMENT FOR WOMEN 243 W 20th St,,true
,PWDPALWB,(Inactive),inactive,POLICE ATHLETIC LEAGUE (PAL) WEBSTER CENTER RENOVATIONS,,true
,PWDPLONG,(Partner-managed),partner-managed,POLICE ATHLETIC LEAGUE NEW SOUTH BRONX CENTER--INTERIOR RENO,,true
,PWDPLONG2,(Inactive),inactive,POLICE ATHLETIC LEAGUE,,true
,PWK2LEED,(Inactive),inactive,Brooklyn Borough Hall - LEED- Funding for LEED,,true
,PWM77FJC,(Completed),completed,80 CENTRE ST. - MANHATTAN FAMILY JUSTICE CENTER,,false
,PWMOCSIT1,(IT Project),it project,MOCS IT NETWORK INFRASTRUCTURE 100 GOLD STREET 2ND FL,,true
,PWQ77QBH2,(Inactive),inactive,120-55 QUEENS BLVD.- RENOVATIONS,,true
,PWR077MUR,(Inactive),inactive,18 RICHMOND TERRACE- STATEN ISLAND COURTHOUSE MURALS,,true
,PWR77GRGE,(Inactive),inactive,ST. GEORGE COURTHOUSE & HYATT STREET PLAZA,,true
,PWR77SICC,(Inactive),inactive,NYC OFFICE OF EMERGENCY MANAGEMENT BOROUGH COMMAND CENTER ON,,true
,PWSTORCCT,(Pre-Design),pre-design,Central Storehouse Network Security Upgrade,,true
,PWXGLASS,(Inactive),inactive,851 GRAND CONCOURSE- Entry Glass Doors,,true
,PWXPALHV,(Partner-managed),partner-managed,PAL - POLICE ATHLETIC LEAGUE: HVAC INSTALLATION AND ROOF REP,,true
,RE25-162,(Inactive),inactive,99-01 162nd AVE BULKHEAD REHABILITATION,,true
,RE25LL,(Inactive),inactive,LOTTS LANE REPAIRING,,true
,RE25QR,(Inactive),inactive,QUENTIN ROAD BROOKLYN STREET RECONSTRUCTION,,true
,RE25VERN,(Inactive),inactive,PLATFORM / BULKHEAD REPLACEMENT,,true
,S136-423B,(Pending),pending,DSNY 1155-1157 Commerce Ave Bronx - Rehabilitation,,true
,SCA24X039,(Cancelled),cancelled,SCA FY24 Electrification - X039,,false
,SCA28ELE,(Lump Sum),lump sum,SCA Lump Sum,,true
,SCA29ELE,(Lump Sum),lump sum,SCA Lump Sum,,true
,SCA30ELE,(Lump Sum),lump sum,SCA Lump Sum,,true
,SCAELK250,(Partner-managed),partner-managed,DOE - SCA FY26 Electrification - K250,,true
,SCAELK256,(Partner-managed),partner-managed,SCA FY26 Electrification - K256,,true
,SCAELQ008,(Partner-managed),partner-managed,Full Electrification Retrofit Project @ Q008,,true
,SCAELQ107,(Partner-managed),partner-managed,Full Electrification Retrofit Project @ Q107,,true
,SCAELR027,(Partner-managed),partner-managed,SCA FY26 Electrification - R027,,true
,SCASJVPV1,(Partner-managed),partner-managed,Intermediate/High School (R123) St John's Villa,,true
,SCASJVPV2,(Partner-managed),partner-managed,Elementary/Intermediate (R125) St John's Villa,,true
,SOLARDB2,(Inactive),inactive,Solar Design-Build Phase 2,,true
,STGESPLND,(Completed),completed,ST. GEORGE ESPLANADE,,false
,WD77STAR,(Inactive),inactive,STAR ENGINEERING LAB,,true
3311,CO264BKCV,Construction,construction,210 JORALEMON ST. OCA RELOCATION,2027-05-31T00:00:00.000,true
3312,CO293EV,Construction,construction,851 GRAND CONCOURSE - ELEVATORS,2028-06-30T00:00:00.000,true
3314,PW266FE,Design,design,125 WORTH ST - FREIGHT ELEVATOR,2028-06-01T00:00:00.000,true
3315,PW322PLAN,Close-out,close-out,345 ADAMS RESTACKING PLAN,2025-12-01T00:00:00.000,true
3316,PW291EV,Construction,construction,209 JORALEMON ST.- ELEVATOR UPGRADE,2026-09-01T00:00:00.000,true
3317,PW325EV,Construction Procurement,construction procurement,210 JORALEMON ST - SIDEWALK ELEVATOR MODERNIZATION,2027-12-01T00:00:00.000,true
3318,PW77198EV,Construction Procurement,construction procurement,"198 E 161 ST - ELEVATOR ,MODERNIZATION",2028-09-01T00:00:00.000,true
3319,PW77GLDEV,(On-hold),on-hold,100 GOLD ST - ELEVATOR MODERNIZATION,2028-12-01T00:00:00.000,true
3320,PW77GLDFA,Construction,construction,100 GOLD ST - FIRE ALARM,2026-12-15T00:00:00.000,true
3321,CO298CHIL,Design,design,151-20 JAMAICA AVE.- CHILLER REPLACEMENT,2029-01-31T00:00:00.000,true
3322,E09-0006A,(Completed),completed,"DPR - 09-47: CENTRAL PARK ZOO, 830 5th AVENUE",2023-09-14T00:00:00.000,false
3323,E10-00004,Construction,construction,DCLA - 09-013; WCS - Bronx Zoo; 2300 Southern Boulevard,2026-10-30T00:00:00.000,true
3327,E21-0001,Close-out,close-out,NYPD Comprehensice Lighting Upgrade,2023-12-29T00:00:00.000,true
3329,E21-0005,Construction,construction,Jamaica Arms Hotel/Family Respite Residence,2026-07-31T00:00:00.000,true
3330,E21-0006,Construction,construction,NYPL Bronx Library,2026-05-08T00:00:00.000,true
3331,E23-0004,Design,design,QUEENS WEST 5/5A ENERGY EFFICIENCY UPGRADES PROJECT,2029-03-01T00:00:00.000,true
3332,E23-0005,Design,design,BROOKLYN SOUTH 7 AND 10 DISTRICT GARAGE ENERGY EFFICIENCY,2029-03-01T00:00:00.000,true
3334,EO26-0018,Design,design,DCLA - Lincoln Center Campus:  Damrosch Park/Public Spaces,2027-06-30T00:00:00.000,true
3335,EO26-0019,(Completed),completed,DCLA - Lincoln Center Campus: Plaza/Public Spaces/Garages,2025-10-15T00:00:00.000,false
3336,EO26-0020,Close-out,close-out,NYPD - 71st Precinct,2024-06-28T00:00:00.000,true
3337,EO26-0026,Design,design,NYPL - The Library for the Performing Arts,2027-12-15T00:00:00.000,true
3338,EO26-0027,(Completed),completed,DSNY - Cioffe Borough Repair Shop,2025-04-30T00:00:00.000,false
3340,EO26-0032,Close-out,close-out,DSNY-Queens West 9 District Garage (Leased In),2024-06-24T00:00:00.000,true
3341,EO26-0035,Close-out,close-out,DPR-Greenbelt Recreation Center,2023-09-01T00:00:00.000,true
3342,EO26-0037,Close-out,close-out,DOHMH - Fort Greene Health Center,2024-06-29T00:00:00.000,true
3343,EO26-0042,Construction,construction,CUNY - Bronx Community College Campus: Polowczyk Hall,2026-12-30T00:00:00.000,true
3347,EO26-0046,Construction Procurement,construction procurement,CUNY - BMCC Campus: Chambers St. Building (Main Campus),2027-06-08T00:00:00.000,true
3348,EO26-0054,Design,design,CIG - David H. Koch Theater,2027-12-31T00:00:00.000,true
3349,EO26-0055,Close-out,close-out,DCAS - Midtown Community Court,2025-06-20T00:00:00.000,true
3350,EO26-0056,Close-out,close-out,NYPD - 18th Precinct (Midtown North),2025-06-20T00:00:00.000,true
3351,EO26-0057,(Completed),completed,NYPD - 9 NYPD SITES COMBINED,2025-01-16T00:00:00.000,false
3352,EO26-0058,(Completed),completed,NYPD - 63rd Precinct,2024-01-29T00:00:00.000,false
3353,EO26-0059,(Completed),completed,NYPD - 66th Precinct,2024-01-29T00:00:00.000,false
3354,EO26-0061,Close-out,close-out,NYPD - 88th Precinct,2024-08-22T00:00:00.000,true
3355,EO26-0064,(Completed),completed,NYPD - 52nd Precinct,2024-06-27T00:00:00.000,false
3356,EO26-0065,Close-out,close-out,NYPD - 10th Precinct,2023-09-28T00:00:00.000,true
3357,EO26-0066,(Completed),completed,"NYPD -Engine Co. 39, Ladder Co. 16 and 19th Precinct Campus",2024-04-19T00:00:00.000,false
3358,EO26-0067,Close-out,close-out,NYPD - 30th Precinct,2023-09-28T00:00:00.000,true
3359,EO26-0068,Close-out,close-out,NYPD - 32nd Precinct,2023-09-28T00:00:00.000,true
3360,EO26-0074,(Completed),completed,NYPD - HARBOR UNIT CHARLIE,2025-06-30T00:00:00.000,false
3361,EO26-0075,(Completed),completed,NYPD - 44TH PRECINCT,2024-05-14T00:00:00.000,false
3362,EO26-0076,(Completed),completed,NYPD - 122ND PRECINCT,2025-03-27T00:00:00.000,false
3363,EO26-0078,(Completed),completed,DHS - MANHATTAN BOWERY SHELTER,2025-04-17T00:00:00.000,false
3364,EO26-0079,(Completed),completed,HHC/DHS - AUBURN FAMILY RESIDENCE (CUMBERLAND DIAGNOSTIC),2024-11-13T00:00:00.000,false
3365,EO26-0080,(Completed),completed,DHS - FRANKLIN WOMEN'S SHELTER,2024-09-19T00:00:00.000,false
3366,EO26-0081,(Completed),completed,DHS - FORT WASHINGTON ARMORY - SHELTER (PROJECT RENEWAL),2025-02-28T00:00:00.000,false
3367,EO26-0082,(Completed),completed,DHS - FANNIE BARNES (URBAN TRANSITIONAL HOUSING),2024-07-10T00:00:00.000,false
3368,EO26-0083,(Completed),completed,DHS - PARK SLOPE ARMORY SHELTER,2024-09-09T00:00:00.000,false
3369,EO26-0085,(Completed),completed,DHS - ROSE McCARTHY FAMILY RESIDENCE CAMPUS (2),2026-07-10T00:00:00.000,false
