fms_id,budget_line,total_budget,spend_to_date,managing_agency,sponsor_agency,vendor_ids
CO278CRT,CO-0278,3392000.00,0.00,DCAS,,V0672 V0617 V0548
CO278ELV,CO-0278,23963000.00,0.00,DCAS,,V0045
CO283DANY,"CO-0283 , PW-0077 , PW-0324",2000000.00,0.00,DCAS,,V0122
CO283FIRE,"CO-0283 , PW-0077",39349037.03,9112128.53,DCAS,,V0392
CO284OCA,CO-0284,5943000.00,0.00,DCAS,,V0463 V0859
CO288MS4,CO-0288,1310000.00,0.00,DCAS,,V0933
CO293FMBO,CO-0264,600000.00,0.00,DCAS,,V0208 V0208 V0503
CO294BACK,"CO-0264 , CO-0294 , CO-0294",1943040.89,1857040.89,DCAS,,V0382
CO296EV1,CO-0296,38347000.00,0.00,DCAS,,V0009 V0189
CO298HEAR,CO-0298,6855000.00,0.00,DCAS,,V0324
CO299RF,CO-0299,12461000.00,0.00,DCAS,,V0049
CO300FIRE,CO-0300,16044000.00,0.00,DCAS,,V0056 V0411 V0963
CO300RF,"CO-0300 , PW-D078",6185000.00,0.00,DCAS,,V0208 V0487
CO304RF1,CO-0264,10127000.00,0.00,DCAS,,V0056
CO305REHB,"CO-0264 , CO-0305",32682408.77,31249038.31,DCAS,,V0247
CO306FASP,CO-0306,13450000.00,0.00,DCAS,,V0118 V0130 V0363
CO306MHCB,"CO-0306 , PU-0025",18477000.00,0.00,DCAS,,V0086
COD294CBG,CO-D294,50000.00,0.00,DCAS,,V0878 V0189 V0673
CO-HVAC,CO-0264,7088000.00,0.00,DCAS,,V0572 V0289
CO-LL5,CO-0264,6081000.00,0.00,DCAS,,V0974 V0892
CO-LL5FS,CO-0264,1328000.00,0.00,DCAS,,V0334
CS5YFJX,CS-0003,5440351.00,208351.00,DCAS,,V0026
DAVIDCC,PW-D005,750000.00,0.00,DCAS,,V0056 V0443 V0490
E13-0002,PU-0025,15783664.80,15783897.89,DCAS,,V0487 V0474
E22-0001,PU-0025,667785847.93,26933172.84,DCAS,,V0057 V0189
E23-0010,PU-0025,6561080.96,0.00,DCAS,,V0554
E24-0002,PU-0025,9991231.00,0.00,DCAS,,V0312
E24-0009,PU-0025,23004000.00,0.00,DCAS,,V0135
E24-DSNY1,PU-0025,17104665.73,0.00,DCAS,,V0130
E26-0002,PU-0025,6501000.00,0.00,DCAS,,V0312 V0940 V0213
E26-DB01,PU-0025,40000000.00,0.00,DCAS,,V0245 V0122
HL82WAREH,HL-0082,2205179.00,150000.00,DCAS,,V0947 V0289
HWHARPERG,PU-0025,336000.00,0.00,DCAS,,V0312
HWQFHUB,HW-0003,18108000.00,0.00,DCAS,,V0006
LBC22KBIF,PU-0025,123000.00,0.00,DCAS,,V0208 V0961 V0550
LL97SOLR,PU-0025,295000000.00,0.00,DCAS,,V0791
LQBW-EXP,PU-0025,0.00,0.00,DCAS,,V0544 V0130
LQD122LAE,PU-0025,0.00,0.00,DCAS,,V0969 V0216
LQMARN-23,PU-0025,308000.00,0.00,DCAS,,V0035 V0056 V0518
LQSHRN-23,PU-0025,426000.00,0.00,DCAS,,V0118 V0014 V0144
LQSZ-RENO,PU-0025,240000.00,0.00,DCAS,,V0006 V0468 V0056
MICROH M,PU-0025,3028000.00,0.00,DCAS,,V0684 V0348 V0009
P-1SDVREC,PU-0025,0.00,0.00,DCAS,,V0604 V0057 V0547
P-404HOPK,PU-0025,0.00,0.00,DCAS,,V0918
PO79189M,PO-0079,2893147.52,2892179.94,DCAS,,V0511 V0601
PO79-375P,PO-0079,14890349.50,14706537.58,DCAS,,V0150
PO79IAB,,4950690.25,4950690.25,DCAS,,V0954
PO79QNTE,PO-0079,4501000.00,0.00,DCAS,,V0475
PT195-VAR,RE-0025,5085713.80,1778713.80,DCAS,,V0813
PW077QBHH,"PW-0077 , PW-Q077",4000000.00,0.00,DCAS,,V0878 V0878
PW193TOW,PW-0193,25678000.00,0.00,DCAS,,V0074
PW195GARB,PW-0195,2321000.00,0.00,DCAS,,V0562 V0504
PW195RF,PW-0195,12212000.00,0.00,DCAS,,V0533 V0686
PW195WATP,PW-0195,3476000.00,0.00,DCAS,,V0183 V0208
PW266DER,"PU-0025 , PW-0077 , PW-0266",28096410.00,0.00,DCAS,,V0960 V0541 V0718
PW266TOIL,"PW-0077 , PW-0077",19578000.00,0.00,DCAS,,V0130 V0529 V0459
PW266WORT,PW-0266,8584000.00,0.00,DCAS,,V0086 V0086 V0044
PW282WADA,PW-0282,9755000.00,0.00,DCAS,,V0677 V0470
PW291ADA,"PW-0282 , PW-0291",1625000.00,0.00,DCAS,,V0009
PW291HVAC,"PU-0025 , PW-0291",6517000.00,0.00,DCAS,,V0006 V0603
PW293125D,PW-0293,67262000.00,0.00,DCAS,,V0057 V0289
PW293198X,PW-0293,23798000.00,0.00,DCAS,,V0006
PW293280A,PW-0293,1495284.00,0.00,DCAS,,V0057
PW293VETH,PW-0077,4796000.00,0.00,DCAS,,V0540 V0540 V0006
PW308PS1,PW-0308,1091010.00,418010.00,DCAS,,V0604 V0540
PW310COOL,"PW-0077 , PW-0310",370481.10,5481.10,DCAS,,V0009 V0056 V0059
PW316CT,PW-0316,14844000.00,0.00,DCAS,,V0529
PW324ASTR,PW-0324,2422000.00,0.00,DCAS,,V0314 V0042 V0014
PW324CLIP,PW-0324,10468000.00,0.00,DCAS,,V0594 V0554 V0487
PW324CMGT,PW-0324,68000.00,0.00,DCAS,,V0057 V0086
PW324IVR3,PW-0324,862000.00,0.00,DCAS,,V0289 V0146
PW324MAIN,PW-0324,13418000.00,0.00,DCAS,,V0540
PW324OMIS,PW-0324,5702331.44,798331.44,DCAS,,V0767 V0462
PW324QBH,PW-Q077,474279.48,407439.48,DCAS,,V0247 V0086
PW324SERR,PW-0324,1432000.00,0.00,DCAS,,V0274 V0954 V0007
PW326DOFR,PW-0326,1591000.00,0.00,DCAS,,V0559 V0439 V0535
PW326LAWX,PW-0326,1843824.72,1843601.38,DCAS,,V0389
PW326RAQ,PW-0326,4500000.00,0.00,DCAS,,V0780 V0070 V0086
PW326TLQ5,PW-0326,13841000.00,12685750.00,DCAS,,V0286 V0294 V0360
PW326ZM03,PW-0326,226000.00,0.00,DCAS,,V0845 V0683 V0202
PW335ASB4,PW-0335,9540461.49,7236258.21,DCAS,,V0900 V0146
PW357EXTR,PW-0077,31442711.15,30829832.23,DCAS,,V0384 V0769 V0169
PW77115CH,PW-0077,3362000.00,0.00,DCAS,,V0045 V0365 V0525
PW77125BO,PW-0077,79769000.00,0.00,DCAS,,V0035 V0688
PW77198HV,PW-0077,26090000.00,0.00,DCAS,,V0885 V0126 V0796
PW771C14,PW-0077,20000000.00,0.00,DCAS,,V0487 V0208
PW771C21,PW-0077,10500000.00,0.00,DCAS,,V0085
PW771CEAD,"PW-0077 , PW-0282",7227000.00,0.00,DCAS,,V0588
PW77207EL,PW-0077,8949000.00,0.00,DCAS,,V0485 V0645
PW77207HV,PW-0077,11246000.00,0.00,DCAS,,V0130 V0074 V0504
PW77208EL,PW-0077,9487000.00,0.00,DCAS,,V0423
PW7722R5,PW-0077,9028000.00,0.00,DCAS,,V0035
PW77417RF,PW-0077,15126000.00,0.00,DCAS,,V0026 V0485
PW77417SW,PW-0077,5649183.38,88900.78,DCAS,,V0877
PW77417TU,"PW-0077 , PW-0077",4400000.00,0.00,DCAS,,V0006 V0490
PW77501AD,PW-0077,7700000.00,0.00,DCAS,,V0318 V0706 V0826
PW77CADRF,PW-0077,5364000.00,0.00,DCAS,,V0309 V0668
PW77CHVAC,PW-0077,16618000.00,0.00,DCAS,,V0983 V0006 V0951
PW77CJC,PW-0077,5000000.00,0.00,DCAS,,V0147
PW77CTCX4,PW-0077,30201000.00,0.00,DCAS,,V0416 V0351 V0477
PW77CTYAD,"PW-0077 , PW-0282",4639000.00,0.00,DCAS,,V0183 V0485 V0740
PW77DAK01,"PW-0077 , PW-0293",443999.63,406999.63,DCAS,,V0475 V0634 V0117
PW77DATU,PW-0077,2283000.00,0.00,DCAS,,V0312
PW77DOPRD,PW-0077,2387000.00,0.00,DCAS,,V0026
PW77MBAC,PW-0077,118000.00,0.00,DCAS,,V0708 V0002 V0532
PW77NG911,PW-0326,4919232.49,4391857.95,DCAS,,V0026
PW77OPER,PW-0077,5257000.00,0.00,DCAS,,V0418 V0146 V0247
PW77QPLNT,PW-0077,25153000.00,0.00,DCAS,,V0136
PW77REHAB,PW-0077,114100382.76,8382.76,DCAS,,V0146
PW77SC14,"PW-0077 , PW-0077",405000.00,1522.67,DCAS,,V0475
PW77SECAM,PW-0077,497967.51,108967.51,DCAS,,V0144
PW77SICJC,PW-0077,5000000.00,0.00,DCAS,,V0098
PW77WSHP,PW-0077,5769000.00,0.00,DCAS,,V0208 V0130 V0417
PW77X215,PW-0077,2494000.00,0.00,DCAS,,V0872 V0122 V0700
PW77ZK07,"PW-0077 , PW-0077",473000.00,0.00,DCAS,,V0365 V0400 V0286
PW80CT1,PW-0080,558000.00,0.00,DCAS,,V0519
PW80DHWH,PW-0080,2269000.00,0.00,DCAS,,V0540
PW80ELEC,PW-0080,13000000.00,0.00,DCAS,,V0248 V0366 V0209
PWBKBP,PW-K002,1000000.00,0.00,DCAS,,V0786 V0084
PWCN001,PW-D077,68000.00,0.00,DCAS,,V0740
PWCOMP13,PW-0077,200000.00,0.00,DCAS,,V0160 V0485 V0411
PWCOMP14,PW-0077,5951799.84,5734204.88,DCAS,,V0203
PWD007HPD,PW-D007,550000.00,0.00,DCAS,,V0411
PWD05CYBR,PW-D005,3721757.90,3629757.90,DCAS,,V0054 V0353
PWD05DAHV,PW-D005,479000.00,0.00,DCAS,,V0209 V0572
PWD30BENC,PW-D308,100000.00,0.00,DCAS,,V0443 V0187
PWD5HSCHR,PW-D005,1000000.00,0.00,DCAS,,V0169 V0055 V0700
PWD78BLL,PW-D078,300000.00,0.00,DCAS,,V0877 V0122
PWD78SSCT,PW-D078,200000.00,0.00,DCAS,,V0351
PWDNIBO1,PW-D077,250000.00,0.00,DCAS,,V0443
PWDNTEW,PW-D005,800000.00,0.00,DCAS,,V0487 V0850
PWDPALWB,PW-D005,5000000.00,0.00,DCAS,,V0135 V0216 V0183
PWDPLONG,PW-D005,500000.00,0.00,DCAS,,V0487
PWDPLONG2,"PW-0077 , PW-D005",6100000.00,0.00,DCAS,,V0127 V0589
PWK2LEED,PW-K002,200000.00,0.00,DCAS,,V0150
PWM77FJC,"PW-0077 , PW-D077 , PW-M077",8665946.72,8318569.79,DCAS,,V0624
PWMOCSIT1,"PW-0077 , PW-0077",622000.00,0.00,DCAS,,V0338
PWQ77QBH2,PW-Q077,186000.00,0.00,DCAS,,V0365
PWR077MUR,PW-R077,50000.00,0.00,DCAS,,V0169 V0060 V0274
PWR77GRGE,"PW-0077 , PW-R077",780000.00,0.00,DCAS,,V0245 V0366
PWR77SICC,PW-R077,1000000.00,0.00,DCAS,,V0245 V0702 V0476
PWSTORCCT,PW-0077,550000.00,0.00,DCAS,,V0885 V0243
PWXGLASS,PW-X078,500000.00,0.00,DCAS,,V0351
PWXPALHV,PW-X078,1000000.00,0.00,DCAS,,V0878 V0183
RE25-162,PU-0200,1500000.00,0.00,DCAS,,V0144
RE25LL,RE-0025,1406000.00,0.00,DCAS,,V0309 V0604 V0671
RE25QR,RE-0025,3822000.00,0.00,DCAS,,V0487 V0256 V0741
RE25VERN,RE-0025,492000.00,0.00,DCAS,,V0122 V0346
S136-423B,S -0136,1185000.00,0.00,DCAS,,V0461 V0540
SCA24X039,PU-0025,162754.00,151072.00,DCAS,,V0209 V0485
SCA28ELE,PU-0025,95311000.00,0.00,DCAS,,V0216
SCA29ELE,PU-0025,183226000.00,0.00,DCAS,,V0351 V0084 V0878
SCA30ELE,PU-0025,221417000.00,0.00,DCAS,,V0086
SCAELK250,PU-0025,62000000.00,0.00,DCAS,,V0891
SCAELK256,PU-0025,59000000.00,0.00,DCAS,,V0760 V0035 V0086
SCAELQ008,PU-0025,67821860.00,1188708.00,DCAS,,V0008 V0216 V0074
SCAELQ107,PU-0025,56676493.00,400092.00,DCAS,,V0407
SCAELR027,PU-0025,82600000.00,0.00,DCAS,,V0039 V0312
SCASJVPV1,PU-0025,6372000.00,0.00,DCAS,,V0864
SCASJVPV2,PU-0025,252000.00,0.00,DCAS,,V0026 V0825 V0108
SOLARDB2,PU-0025,65000000.00,0.00,DCAS,,V0168
STGESPLND,PW-R077,4120123.42,3277703.42,DCAS,,V0208 V0351
WD77STAR,PW-D077,350000.00,0.00,DCAS,,V0110
CO264BKCV,CO-0264,285680645.19,207188113.12,DCAS,DCAS,V0538 V0145
CO293EV,CO-0293,58908000.00,7682533.88,DCAS,DCAS,V0139 V0289 V0476
PW266FE,PW-0266,1130000.00,29677.20,DCAS,DCAS,V0150 V0206 V0917
PW322PLAN,"PW-0077 , PW-0322",123384432.98,118550804.15,DCAS,DCAS,V0756
PW291EV,PW-0291,4817000.00,1416143.57,DCAS,DCAS,V0086
PW325EV,PW-0325,2445505.28,234555.55,DCAS,DCAS,V0035
PW77198EV,PW-0077,16025300.00,674048.72,DCAS,DCAS,V0155 V0771 V0525
PW77GLDEV,PW-0077,20954000.00,893104.02,DCAS,DCAS,V0636
PW77GLDFA,"PW-0077 , PW-0077",16030482.00,6378533.68,DCAS,DCAS,V0343 V0071 V0126
CO298CHIL,"CO-0264 , CO-0298 , PU-0025",37214053.00,642716.09,DCAS,DCAS,V0379
E09-0006A,PU-0025,901972.00,0.00,DCAS,DPR,V0246
E10-00004,PU-0025,20357898.44,12848071.03,DCAS,DCLA,V0248 V0006 V0485
E21-0001,PU-0025,277778.00,0.00,DCAS,NYPD,V0878
E21-0005,PU-0025,954235.00,0.00,DCAS,DCAS,V0655 V0196 V0122
E21-0006,PU-0025,8701626.81,707588.31,DCAS,NYPL,V0933 V0334
E23-0004,PU-0025,27903286.00,487742.60,DCAS,DCAS,V0509
E23-0005,PU-0025,29309317.00,476776.32,DCAS,DCAS,V0776 V0100 V0274
EO26-0018,PU-0025,4200000.00,0.00,DCAS,DCLA,V0045 V0136 V0118
EO26-0019,PU-0025,3069889.00,2282991.00,DCAS,DCLA,V0214
EO26-0020,PU-0025,318105.00,251014.11,DCAS,NYPD,V0709
EO26-0026,PU-0025,4548000.00,0.00,DCAS,NYPL,V0441 V0964
EO26-0027,PU-0025,500360.00,345151.72,DCAS,DSNY,V0545 V0365
EO26-0032,PU-0025,389975.00,311668.48,DCAS,DSNY,V0562 V0411
EO26-0035,PU-0025,217136.00,0.00,DCAS,DPR,V0216 V0965 V0150
EO26-0037,PU-0025,642163.00,475459.59,DCAS,DOHMH,V0377 V0713 V0652
EO26-0042,PU-0025,9800275.00,750150.70,DCAS,CUNY,V0595 V0012
EO26-0046,PU-0025,5424072.08,0.00,DCAS,CUNY,V0009 V0325
EO26-0054,PU-0025,5437000.00,0.00,DCAS,DCLA,V0118 V0848 V0213
EO26-0055,PU-0025,341100.00,0.00,DCAS,DCAS,V0352
EO26-0056,PU-0025,216865.00,0.00,DCAS,NYPD,V0877 V0436 V0840
EO26-0057,PU-0025,2150399.66,374867.74,DCAS,NYPD,V0248
EO26-0058,PU-0025,120313.00,64054.77,DCAS,NYPD,V0026 V0419 V0322
EO26-0059,PU-0025,133938.00,82193.71,DCAS,NYPD,V0116
EO26-0061,PU-0025,183499.00,0.00,DCAS,NYPD,V0208
EO26-0064,PU-0025,349884.00,0.00,DCAS,NYPD,V0443 V0130 V0248
EO26-0065,PU-0025,127298.00,0.00,DCAS,NYPD,V0010 V0327
EO26-0066,PU-0025,275061.00,0.00,DCAS,NYPD,V0476
EO26-0067,PU-0025,202847.00,147215.94,DCAS,NYPD,V0237
EO26-0068,PU-0025,229451.00,178294.67,DCAS,NYPD,V0621 V0453
EO26-0074,PU-0025,392619.00,0.00,DCAS,NYPD,V0596 V0132
EO26-0075,PU-0025,307065.00,236737.16,DCAS,NYPD,V0209
EO26-0076,PU-0025,403782.00,247022.22,DCAS,NYPD,V0652 V0030 V0085
EO26-0078,PU-0025,387990.00,0.00,DCAS,DHS,V0026
EO26-0079,PU-0025,718063.00,589491.75,DCAS,"HHC, DHS",V0835 V0323
EO26-0080,PU-0025,414609.00,0.00,DCAS,DHS,V0801 V0785
EO26-0081,PU-0025,1440930.00,0.00,DCAS,DHS,V0496 V0485 V0482
EO26-0082,PU-0025,76716.00,0.00,DCAS,DHS,V0559 V0623 V0174
EO26-0083,PU-0025,362240.00,0.00,DCAS,DHS,V0589
EO26-0085,PU-0025,133004.00,93800.04,DCAS,DHS,V0411 V0174
EO26-0088,PU-0025,429570.00,319194.09,DCAS,DPR,V0187 V0045
EO26-0089,PU-0025,286910.00,0.00,DCAS,DPR,V0518
EO26-0090,PU-0025,153911.00,0.00,DCAS,QPL,V0005 V0345
EO26-0091,PU-0025,84545.00,0.00,DCAS,QPL,V0935 V0851 V0248
EO26-0093,PU-0025,18790001.00,0.00,DCAS,DCLA,V0144 V0208
EO26-0094,PU-0025,3111554.06,0.00,DCAS,NYPD,V0055 V0174 V0796
PW77GLD2F,"PU-0025 , PW-0077",16310959.44,8737242.62,DCAS,MOCS,V0518
SOLARPQL1,PU-0025,4105000.00,2328449.99,DCAS,DCAS,V0572 V0877 V0312
SOLARPQL2,PU-0025,5196000.00,2549194.25,DCAS,DCAS,V0187 V0146
BXCONSOL,CS-0003,7764074.15,6153319.45,DCAS,ACS,V0146 V0026 V0289
HWKF2514,HW-0003,15000378.57,12766018.10,DCAS,DOT,V0183
P0950DPR,P -1018,8468706.44,4202032.89,DCAS,DPR,V0009
PO79WTC,PO-0079,4410472.96,3687895.00,DCAS,NYPD,V0956 V0247 V0940
PW19325A,"PU-0025 , PW-0193",41120201.00,1566936.18,DCAS,DCAS,V0844 V0471
PW326DAK1,PW-0326,16712681.49,1459837.48,DCAS,DA Brooklyn,V0247 V0335 V0692
PW340KEXP,PW-0340,1492000.00,0.00,DCAS,BOE,V0274
PW771C09,PW-0077,0.00,0.00,DCAS,DOT,V0080 V0604 V0443
PW77DFTAR,PW-0077,79600000.00,0.00,DCAS,DCAS,V0026 V0272 V0947
PO79-QSVD,PO-0079,3750790.00,0.00,DCAS,NYPD,V0174 V0045 V0581
110WLM,CS-0003,42993887.00,33016184.00,DCAS,ACS,V0118 V0289
HL82RELOC,HL-0082,2514850.00,0.00,DCAS,DOHMH,V0420 V0485
PW326NYCC,PW-D005,8880572.70,2030618.13,DCAS,City Council,V0122 V0476 V0245
HWKFVAR,HW-0003,8728099.00,3491754.12,DCAS,DOT,V0155
PW326RAR,PW-0326,2423808.21,270389.45,DCAS,DCAS,V0939
HWMFCNTR,"HW-0003 , PW-0077",57811000.00,736350.00,DCAS,DCAS,V0483
APINYPD01,PU-0025,2246000.00,0.00,DCAS,DCAS,V0603 V0130
E21-0002,PU-0025,16539033.02,3832888.51,DCAS,DCAS,V0912 V0418 V0475
E21-0003,PU-0025,86821035.00,2983606.02,DCAS,DCAS,V0410 V0183 V0216
E23-0001,PU-0025,48170642.00,413346.36,DCAS,DCAS,V0183 V0476
EO26-0022,PU-0025,471820.00,0.00,DCAS,DCAS,V0086
EO26-0023,PU-0025,320393.81,0.00,DCAS,DCAS,V0572
EO26-0036,PU-0025,117681.20,80982.11,DCAS,DCAS,V0973
EO26-0041,PU-0025,1459582.00,1195700.89,DCAS,DCAS,V0318 V0183 V0476
EO26-0084,PU-0025,118381.00,0.00,DCAS,DCAS,V0041 V0208
SCACIP08,PU-0025,4950000.00,4016831.00,DCAS,DCAS,V0921
SOLARGR4,PU-0025,12989815.00,2023669.49,DCAS,DCAS,V0289 V0652
E24-DOE01,PU-0025,33237663.87,22777117.75,DCAS,DCAS,V0009
SOLARCSB2,PU-0025,20400321.12,2360650.82,DCAS,DCAS,V0854
SOLARFDN3,PU-0025,1507000.00,241300.00,DCAS,DCAS,V0207 V0853
SOLARFDN4,PU-0025,1235000.00,141531.95,DCAS,DCAS,V0984
SOLARFDN8,PU-0025,370000.00,23750.00,DCAS,DCAS,V0770
SOLARFDN9,PU-0025,825000.00,275004.10,DCAS,DCAS,V0565 V0189
E21-0007,PU-0025,27960198.00,2956941.62,DCAS,DCAS,V0485 V0572
E21-0008,PU-0025,18143355.00,1414193.22,DCAS,DCAS,V0155 V0297
E21-0009,"HL-0083 , PU-0025",11916751.00,0.00,DCAS,DCAS,V0187 V0216 V0146
E21-0010,PU-0025,116621172.00,597507.00,DCAS,DCAS,V0056
E23-0003,"PO-0079 , PU-0025",27536237.00,3096450.33,DCAS,DCAS,V0443
CO278ADA1,CO-0278,22911000.00,774718.27,DCAS,DCAS,V0410 V0741 V0216
CO293GCON,CO-0293,25102000.00,521299.89,DCAS,DCAS,V0189
CO294CTRC,CO-0294,2900003.00,946668.33,DCAS,DCAS,V0411 V0248
CO295ROOF,CO-0295,1755000.00,3240.65,DCAS,DCAS,V0572
CO296EV,CO-0296,25677518.00,737493.68,DCAS,DCAS,V0485 V0026 V0227
CO298RF,"CO-0264 , CO-0298",16151000.00,415063.20,DCAS,DCAS,V0785 V0209
CO81ADA1,CO-0081,2070000.00,21000.00,DCAS,DCAS,V0130 V0788 V0369
HR25QCRT,HR-0025,3365478.27,182993.50,DCAS,DCAS,V0323 V0189
PW193CP,PW-0193,5133000.00,0.00,DCAS,DCAS,V0475 V0411 V0006
PW193ELV,PW-0193,84557000.00,2597830.00,DCAS,DCAS,V0208 V0411 V0026
PW195ADA,"PW-0282 , PW-0282",3945921.12,63875.00,DCAS,DCAS,V0440 V0279 V0074
PW282253B,PW-0282,1500084.32,328598.62,DCAS,DCAS,V0216
PW282-2L,PW-0282,13500000.00,298814.00,DCAS,DCAS,V0330 V0652 V0006
PW28280C,PW-0282,9752000.00,227652.00,DCAS,DCAS,V0006 V0835 V0929
PW293GLDS,"PW-0077 , PW-0293",7830927.53,203832.53,DCAS,DCAS,V0624 V0006 V0423
PW322X7R,PW-0322,1898000.00,0.00,DCAS,DCAS,V0274 V0057 V0220
PW77136A,PW-0077,8314642.00,230739.00,DCAS,DCAS,V0383 V0878
PW77501DB,PW-0077,7445421.00,0.00,DCAS,DCAS,V0655 V0035 V0686
PW77GLDBR,PW-0077,17403000.00,677152.50,DCAS,DCAS,V0203 V0656 V0723
PW77MU8EL,PW-0293,14434405.08,14198991.63,DCAS,DCAS,V0073 V0187 V0877
PW80ELEV,PW-0080,29351000.00,1099768.52,DCAS,DCAS,V0909
PWBXDHVAC,PW-0077,8365370.00,636689.56,DCAS,DCAS,V0651
PWXBP78,PW-X078,75351.95,53539.71,DCAS,DCAS,V0146 V0463 V0203
CO281ADA,CO-0281,499297.76,109532.87,DCAS,DCAS,V0485 V0635
CO283RF,CO-0283,13900800.00,494325.00,DCAS,DCAS,V0169 V0149
850THRD,CS-0003,3065000.00,0.00,DCAS,DCAS,V0441 V0144
HWRFPATH,HW-0003,3239000.00,0.00,DCAS,DCAS,V0539
AG01NELS,AG-0001,1090000.00,0.00,DCAS,DCAS,V0548 V0877
PW326BKDA,PW-0326,8889000.00,0.00,DCAS,DCAS,V0155
E25-DOE01,PU-0025,58282498.74,9710110.45,DCAS,DCAS,V0581 V0144 V0393
S136-434,S -0136,3213700.00,0.00,DCAS,DCAS,V0342 V0074
PW326DCP1,PW-0326,800000.00,0.00,DCAS,DCAS,V0440 V0391
AGHQ,AG-0001,30874000.00,0.00,DCAS,DCAS,V0209 V0042
PW326CB17,PW-0326,465000.00,0.00,DCAS,DCAS,V0187
PW326LAW7,PW-0326,13182000.00,0.00,DCAS,DCAS,V0351
S136-365,S -0136,1302000.00,0.00,DCAS,DCAS,V0079 V0006
PW77SC280,"PW-0077 , PW-0077",1766134.00,761397.83,DCAS,DCAS,V0652 V0375 V0873
PW77QHVAC,PW-0077,13286000.00,337099.40,DCAS,DCAS,V0652 V0219
HR258AVEC,HR-0025,8098000.00,0.00,DCAS,HRA,V0411 V0155 V0014
PW77NYCAP,PW-0077,6590000.00,0.00,DCAS,DCAS,V0490 V0189
DEP-LAB,EP-0006,126601000.00,0.00,DCAS,DEP,V0871
PWDORIS,PW-0326,12940000.00,0.00,DCAS,DORIS,V0490 V0962 V0290
HWQF3108,HW-0003,6493000.00,0.00,DCAS,DOT,V0296
E23-0007,PU-0025,11498443.00,0.00,DCAS,CUNY,V0322
E23-0008,PU-0025,8152453.43,0.00,DCAS,CUNY,V0938 V0485
E24-DCAS1,PU-0025,57196980.43,0.00,DCAS,DCAS,V0248 V0048
E24-NYPD1,PU-0025,5850000.00,0.00,DCAS,NYPD,V0572 V0092
E25-DOE02,PU-0025,59984548.00,0.00,DCAS,DOE,V0392 V0476
E25-DOE03,PU-0025,70800000.00,0.00,DCAS,DOE,V0351
EO26-0092,PU-0025,24764613.38,6150733.02,DCAS,CIG-MMA,V0086 V0604 V0490
E26-DHS01,PU-0025,5316000.00,0.00,DCAS,DHS,V0174 V0155 V0293
E26-DOE01,PU-0025,75000000.00,0.00,DCAS,DOE,V0884
E26-DOE02,PU-0025,75268000.00,0.00,DCAS,DOE,V0006 V0477 V0505
E26-DOE03,PU-0025,100000000.00,0.00,DCAS,DOE,V0600 V0595
E26-DOT01,PU-0025,2750000.00,0.00,DCAS,DOT,V0035 V0867
SOLARDB1,PU-0025,25559000.00,0.00,DCAS,DOE,V0074
E24-0003,PU-0025,2526000.00,0.00,DCAS,DPR,V0074 V0280 V0572
E24-DOE02,PU-0025,77025565.36,28002349.00,DCAS,DOE,V0572 V0476
PW327PLZ2,PW-0077,11727000.00,585626.15,DCAS,DCAS,V0900 V0558 V0169
PW77CCEX,PW-0077,2904000.00,167900.00,DCAS,DCAS,V0459 V0490 V0026
PWCOMPD12,PW-0077,8117315.63,641722.07,DCAS,DCAS,V0365
E24-0001,PU-0025,14900000.00,0.00,DCAS,DCAS,V0980
E24-0007,"HL-0082 , PU-0025",7877000.00,0.00,DCAS,DOHMH,V0204 V0009
E24-0008,PU-0025,3233000.00,0.00,DCAS,DOHMH,V0744 V0475
ACEDFM241,"CO-0264 , PU-0025",40278000.00,0.00,DCAS,DCAS FM,V0146 V0216 V0189
ACEDEP901,PU-0025,36102000.00,0.00,DCAS,DEP,V0475 V0150 V0006
ACEDEP212,PU-0025,4777000.00,0.00,DCAS,DEP,V0037
ACEDOE211,PU-0025,7696472.00,1642707.00,DCAS,DOE,V0312
ACEDPR223,PU-0025,700000.00,0.00,DCAS,DPR,V0860 V0411 V0877
ACEDOS251,PU-0025,951000.00,0.00,DCAS,DSNY,V0479 V0873
ACEFDN251,PU-0025,1409000.00,0.00,DCAS,FDNY,V0543
ACEFDN212,PU-0025,2392000.00,0.00,DCAS,FDNY,V0043 V0562 V0613
ACEDEP231,PU-0025,14201000.00,0.00,DCAS,DEP,V0013 V0289
PW77DAYC,"PW-0077 , PW-0324",8481000.00,0.00,DCAS,DCAS,V0118 V0155
PW77TOWER,PW-0077,6000000.00,0.00,DCAS,DCAS,V0145 V0729 V0717
PW326C104,PW-0326,88000.00,0.00,DCAS,CB104,V0009
PO79SS48,PO-0079,8131000.00,0.00,DCAS,NYPD,V0130
PWDORIS2,PW-0326,27534000.00,0.00,DCAS,DORIS,V0354
PO79SIDB,PO-0079,2289000.00,0.00,DCAS,NYPD,V0881 V0472 V0926
PV022ANEG,"PV-0022 , PV-0467 , PV-D022 , PV-M022",18360000.00,0.00,DCLA,,V0245
PV022-BOL,PV-D022,263000.00,0.00,DCLA,,V0387 V0209 V0476
PV022ENTR,PV-M022,1000000.00,0.00,DCLA,,V0086 V0604
PV022NSCH,"PV-0022 , PV-D022 , PV-M022",17250000.00,0.00,DCLA,,V0289
PV034BIRD,PV-M034,2000000.00,0.00,DCLA,,V0698 V0572
PV034RR26,"PV-0034 , PV-D034",9600000.00,0.00,DCLA,,V0572 V0107
